file_name,genre,year,artist,title,album,length,bpm,folder
Priestess - Lay Down,Alternative,2005,Priestess,Lay Down,Hello Master,3:11,122,P - S
"Primary - In My Head, Out My Head",Alternative,2010,Primary,"In My Head, Out My Head","In My Head, Out My Head",4:04,124,P - S
Primus - Jerry Was a Race Car Driver,Alternative,1991,Primus,Jerry Was a Race Car Driver,Sailing the Seas of Cheese,3:11,122,P - S
Procol Harum - A Whiter Shade of Pale,Classic Rock,1967,Procol Harum,A Whiter Shade Of Pale,Procol Harum,4:08,75,P - S
Prong - Idealistic Types,Metal,2007,Prong,Idealistic Types,Power of the Damager,3:30,120,P - S
Prong - The Banishment,Metal,2007,Prong,The Banishment,Power of the Damager,6:02,107,P - S
Protest The Hero - Bloodmeat,Metal,2008,Protest the Hero,Bloodmeat,Fortress,4:05,135,P - S
Prototype - The Way It Ends,Metal,2006,Prototype,The Way It Ends,Continuum,5:53,179,P - S
Psychostick - BEER!!,Metal,2003,Psychostick,BEER!!,We Couldn't Think of a Title,2:06,126,P - S
Psychostick - Political Bum,Metal,2011,Psychostick,Political Bum,Space Vampires VS Zombie Dinosaurs in 3D,3:54,94,P - S
"Psychostick - This is Not a Song, It's a Sandwich!",Metal,2009,Psychostick,"This is Not a Song, It's a Sandwich!",Sandwich,3:53,98,P - S
Psyguy - Wha-Chow Theme (Feat. ShadyVox),Novelty,2010,Psyguy,Wha-Chow Theme (Feat. ShadyVox),Psycho Adventure 2 Battle,1:28,155,P - S
Public Enemy Featuring Zakk Wylde - Bring the Noise 20XX,Hip-Hop/Rap,2009,Public Enemy Featuring Zakk Wylde,Bring The Noise 20XX,Bring The Noise 20XX,3:39,111,P - S
Public Enemy ft. Anthrax - Bring tha Noize,Hip-Hop/Rap,1991,Public Enemy ft. Anthrax,Bring tha Noize,Apocalypse 91... The Enemy Strikes Black,3:53,122,P - S
Public Radio - Forgot Love,Pop Rock,2009,Public Radio,Forgot Love,Sweetchild,4:37,137,P - S
Puddle of Mudd - Blurry,Alternative,2001,Puddle of Mudd,Blurry,Come Clean,5:09,157,P - S
Puddle of Mudd - Control,Alternative,2001,Puddle of Mudd,Control,Come Clean,3:55,163,P - S
Puddle of Mudd - Psycho,Alternative,2007,Puddle of Mudd,Psycho,Famous,3:34,126,P - S
Puddle of Mudd - She Hates Me,Alternative,2001,Puddle of Mudd,She Hates Me,Come Clean,3:18,110,P - S
Pump - Low Life in the Fast Lane,Rock,2009,Pump,Low Life in the Fast Lane,Sonic Extasy,3:55,97,P - S
Pythia - Army of the Damned,Metal,2009,Pythia,Army of the Damned,Beneath the Veiled Embrace,3:42,171,P - S
Pythia - Heartless,Metal,2011,Pythia,Heartless,The Serpent's Curse,3:44,189,P - S
Pythia - Just a Lie,Metal,2011,Pythia,Just a Lie,The Serpent's Curse,4:09,189,P - S
Quartered - Africa,Progressive Rock,2007,Quartered,Africa,The Falls of Autumn,6:32,164,P - S
Quartered - Eternity Below,Rock,2010,Quartered,Eternity Below,Walks Like a Ghost,3:42,149,P - S
Quartered - Half Cab,Rock,2010,Quartered,Half Cab,Walks Like a Ghost,5:15,175,P - S
Quartered - Walks Like a Ghost,Rock,2010,Quartered,Walks Like a Ghost,Walks Like a Ghost,3:27,115,P - S
Queen & David Bowie - Under Pressure,Classic Rock,2002,Queen & David Bowie,Under Pressure,Hot Space,3:55,113,P - S
Queen - C-lebrity,Classic Rock,2008,Queen,C-lebrity,The Cosmos Rocks,3:42,105,P - S
Queen - Another One Bites the Dust,Classic Rock,1980,Queen,Another One Bites the Dust,The Game,3:43,106,P - S
Queen - Bicycle Race,Classic Rock,1978,Queen,Bicycle Race,Jazz,3:07,82,P - S
Queen - Bohemian Rhapsody,Classic Rock,1975,Queen,Bohemian Rhapsody,A Night at the Opera,6:00,139,P - S
Queen - Crazy Little Thing Called Love,Classic Rock,1979,Queen,Crazy Little Thing Called Love,The Game,2:37,77,P - S
Queen - Death on Two Legs (Dedicated to...),Classic Rock,1975,Queen,Death on Two Legs (Dedicated to...),A Night at the Opera,3:50,126,P - S
Queen - Don't Stop Me Now,Classic Rock,1978,Queen,Don't Stop Me Now,Jazz,3:33,155,P - S
Queen - Fat Bottomed Girls,Classic Rock,1978,Queen,Fat Bottomed Girls,Jazz,4:21,87,P - S
Queen - Hammer to Fall,Classic Rock,1984,Queen,Hammer to Fall,The Works,3:37,132,P - S
Queen - I Want It All,Classic Rock,1989,Queen,I Want It All,The Miracle,4:03,92,P - S
Queen - I Want To Break Free,Classic Rock,1984,Queen,I Want to Break Free,The Works,4:08,109,P - S
Queen - I'm in Love With My Car,Classic Rock,1975,Queen,I'm in Love With My Car,A Night at the Opera,3:10,143,P - S
Queen - Keep Yourself Alive,Classic Rock,1973,Queen,Keep Yourself Alive,Queen,3:43,132,P - S
Queen - Killer Queen,Classic Rock,1974,Queen,Killer Queen,Sheer Heart Attack,3:02,118,P - S
Queen - Long Away,Classic Rock,1976,Queen,Long Away,A Day At The Races,3:35,117,P - S
Queen - Now I'm Here,Classic Rock,1974,Queen,Now I'm Here,Sheer Heart Attack,3:56,132,P - S
Queen - One Vision,Classic Rock,1986,Queen,One Vision,A Kind of Magic,4:03,119,P - S
Queen - Play the Game,Classic Rock,1980,Queen,Play the Game,The Game,3:33,78,P - S
Queen - Radio Ga Ga,Classic Rock,1984,Queen,Radio Ga Ga,The Works,5:29,112,P - S
Queen - Radio GaGa,Classic Rock,1984,Queen,Radio Ga Ga,The Works,5:29,112,P - S
Queen - Seven Seas of Rhye,Classic Rock,1974,Queen,Seven Seas of Rhye,Queen II,2:38,128,P - S
Queen - Somebody To Love,Classic Rock,1976,Queen,Somebody to Love,A Day at the Races,4:58,109,P - S
Queen - Stone Cold Crazy,Classic Rock,1974,Queen,Stone Cold Crazy,Sheer Heart Attack,2:21,122,P - S
Queen - Tenement Funster,Classic Rock,1974,Queen,Tenement Funster,Sheer Heart Attack,3:04,83,P - S
Queen - The Show Must Go On,Classic Rock,1991,Queen,The Show Must Go On,Innuendo,4:25,84,P - S
Queen - Tie Your Mother Down,Classic Rock,1976,Queen,Tie Your Mother Down,A Day At The Races,3:46,135,P - S
Queen - Under Pressure,Classic Rock,1982,Queen,Under Pressure,Hot Space,3:57,113,P - S
Queen - We Are The Champions,Classic Rock,1977,Queen,We Are the Champions,News of the World,3:04,190,P - S
Queen - We Will Rock You,Classic Rock,1977,Queen,We Will Rock You,News of the World,2:09,81,P - S
Queen - You're My Best Friend,Classic Rock,1975,Queen,You're My Best Friend,A Night at the Opera,2:53,120,P - S
Queens of the Stone Age - 3's & 7's,Alternative,2007,Queens of the Stone Age,3's & 7's,Era Vulgaris,3:38,130,P - S
Queens Of The Stone Age - Avon,Alternative,1998,Queens of the Stone Age,Avon,Queens of the Stone Age,3:24,142,P - S
Queens Of The Stone Age - Go with the Flow,Alternative,2002,Queens of the Stone Age,Go with the Flow,Songs for the Deaf,3:11,159,P - S
Queens Of The Stone Age - How To Handle A Rope,Alternative,1998,Queens of the Stone Age,How To Handle A Rope,Queens of the Stone Age,3:27,132,P - S
Queens of the Stone Age - In My Head,Alternative,2005,Queens of the Stone Age,In My Head,Lullabies to Paralyze,4:05,134,P - S
Queens of the Stone Age - Little Sister,Alternative,2005,Queens of the Stone Age,Little Sister,Lullabies to Paralyze,2:57,81,P - S
Queens of the Stone Age - Make It Wit Chu,Alternative,2007,Queens Of The Stone Age,Make It Wit Chu,Era Vulgaris,4:39,91,P - S
Queens Of The Stone Age - Mexicola,Alternative,1998,Queens of the Stone Age,Mexicola,Queens of the Stone Age,4:57,112,P - S
Queens of the Stone Age - My God Is The Sun,Alternative,2013,Queens of the Stone Age,My God Is The Sun,...Like Clockwork,3:46,159,P - S
Queens of the Stone Age - No One Knows,Alternative,2002,Queens of the Stone Age,No One Knows,Songs for the Deaf,4:18,84,P - S
"Queens of the Stone Age - Sick, Sick, Sick",Alternative,2007,Queens of the Stone Age,"Sick, Sick, Sick",Era Vulgaris,3:38,96,P - S
Queens of the Stone Age - The Way You Used to Do,Alternative,2017,Queens of the Stone Age,The Way You Used to Do,Villains,4:23,97,P - S
Queensryche - Jet City Woman,Progressive Rock,1990,QueensrÃ¿che,Jet City Woman,Empire,5:35,110,P - S
Queensryche - Silent Lucidity,Progressive Rock,1990,Queensryche,Silent Lucidity,Empire,5:54,139,P - S
Quiet Company - How Do You Do It,Indie Rock,2010,Quiet Company,How Do You Do It?,Songs for Staying In,4:49,127,P - S
Quiet Company - It's Better to Spend Money Like There's No Tomorrow Than Spend Tonight Like There's No Money,Indie Rock,2009,Quiet Company,It's Better to Spend Money Like There's No Tomorrow Than Spend Tonight Like There's No Money,Everyone You Love Will Be Happy Soon,4:00,102,P - S
"Quiet Company - You, Me, & the Boatman",Indie Rock,2011,Quiet Company,"You, Me, & the Boatman",We Are All Where We Belong,3:49,99,P - S
Quiet Riot - Bang Your Head (Metal Health),Metal,1983,Quiet Riot,Bang Your Head (Metal Health),Metal Health,5:21,123,P - S
R.E.M - The One I Love,Alternative,1987,R.E.M.,The One I Love,Document,3:25,127,P - S
R.E.M. - Driver 8,Alternative,1985,R.E.M.,Driver 8,Fables of the Reconstruction,3:30,80,P - S
R.E.M. - Horse to Water,Alternative,2007,R.E.M.,Horse to Water,Accelerate,2:22,181,P - S
R.E.M. - It's the End Of The World as We Know It,Alternative,1987,R.E.M.,It's the End of the World as We Know It,Document,4:09,102,P - S
R.E.M. - Living Well is the Best Revenge,Alternative,2008,R.E.M.,Living Well Is the Best Revenge,Accelerate,3:18,181,P - S
R.E.M. - Losing My Religion,Alternative,1991,R.E.M.,Losing My Religion,Out of Time,4:32,125,P - S
R.E.M. - Man on the Moon,Alternative,1992,R.E.M.,Man On the Moon,Automatic for the People,4:46,118,P - S
R.E.M. - Man-Sized Wreath,Alternative,2007,R.E.M.,Man-Sized Wreath,Accelerate,2:37,111,P - S
R.E.M. - Orange Crush,Alternative,1988,R.E.M.,Orange Crush,Green,3:57,120,P - S
R.E.M. - Radio Free Europe,Alternative,1983,R.E.M.,Radio Free Europe,Murmur,4:05,159,P - S
R.E.M. - Stand,Alternative,1988,R.E.M.,Stand,Green,3:10,109,P - S
R.E.M. - Superman,Alternative,1986,R.E.M.,Superman,Lifes Rich Pageant,2:48,114,P - S
R.E.M. - Supernatural Superserious,Alternative,2007,R.E.M.,Supernatural Superserious,Accelerate,3:32,124,P - S
R.E.M. - The One I Love,Alternative,1987,R.E.M.,The One I Love,Document,3:24,127,P - S
R.E.M. - These Days,Alternative,1986,R.E.M.,These Days,Lifes Rich Pageant,3:26,82,P - S
"R.E.M. - What's the Frequency, Kenneth",Alternative,1994,R.E.M.,"What's the Frequency, Kenneth?",Monster,4:04,94,P - S
Ra Ra Riot - Boy,Indie Rock,2010,Ra Ra Riot,Boy,The Orchard,3:13,161,P - S
Ra Ra Riot - Can You Tell,Indie Rock,2008,Ra Ra Riot,Can You Tell,The Rhumb Line,2:45,144,P - S
Rachel Lynn Sebastian and DJ Jounce - I Gotchu Babe,R&B/Soul/Funk,2011,Rachel Lynn Sebastian and DJ Jounce,I Gotchu Babe,Temporal Ascent,4:42,80,P - S
Radidsh - Wild Yellowness,Pop/Dance/Electronic,2009,Radidsh,Wild Yellowness,,4:14,159,P - S
Radio Compass - Run With You,Indie Rock,2020,Radio Compass,Run With You,Run With You,3:56,165,P - S
Radio Futura - Escuela de Calor,Latin,1989,Radio Futura,Escuela de Calor,Escueladecalor. El directo de Radio Futura,3:38,122,P - S
Radiohead - Creep,Alternative,1993,Radiohead,Creep,Pablo Honey,4:09,92,P - S
Radiohead - Karma Police,Alternative,1997,Radiohead,Karma Police,OK Computer,4:26,150,P - S
Radiohead - My Iron Lung,Alternative,1994,Radiohead,My Iron Lung,The Bends,4:43,96,P - S
Rage Against the Machine - Bombtrack,Alternative,1992,Rage Against the Machine,Bombtrack,Rage Against the Machine,4:10,75,P - S
Rage Against the Machine - Bulls on Parade,Alternative,1996,Rage Against the Machine,Bulls on Parade,Evil Empire,3:59,82,P - S
Rage Against the Machine - Guerrilla Radio,Alternative,1999,Rage Against the Machine,Guerilla Radio,The Battle of Los Angeles,3:31,103,P - S
Rage Against the Machine - Killing in the Name,Alternative,1992,Rage Against the Machine,Killing In The Name,Rage Against the Machine,5:18,81,P - S
Rage Against the Machine - Sleep Now in the Fire,Alternative,1999,Rage Against the Machine,Sleep Now in the Fire,The Battle of Los Angeles,3:27,127,P - S
Rage Against the Machine - Testify,Alternative,1999,Rage Against the Machine,Testify,The Battle of Los Angeles,3:34,116,P - S
Raggedy Angry - Easter Island Radiation,Pop/Dance/Electronic,2010,Raggedy Angry,Easter Island Radiation,How I Learned to Love Our Robot Overlords,4:06,110,P - S
Raggedy Angry - Superjet,Pop/Dance/Electronic,2010,Raggedy Angry,Superjet,How I Learned To Love Our Robot Overlords,4:02,120,P - S
Raggedy Angry - Take Me Home,Pop/Dance/Electronic,2010,Raggedy Angry,Take Me Home,How I Learned To Love Our Robot Overlords,3:51,144,P - S
Raging Meats - Splosion Man Theme Song,Rock,2009,Raging Meats,Splosion Man Theme Song,Splosion Man Official Soundtrack,2:37,82,P - S
Rain Dogs - Dirt,Rock,2010,Rain Dogs,Dirt,No Way Home,3:08,120,P - S
Rain Dogs - Fallen,Rock,2010,Rain Dogs,Fallen,No Way Home,4:59,147,P - S
Rainbowdragoneyes - Creatures ov Deception,Pop/Dance/Electronic,2010,Rainbowdragoneyes,Creatures ov Deception,,3:07,189,P - S
Rainbowdragoneyes - Heavy Weather - The Storm ov The Undead,Pop/Dance/Electronic,2011,Rainbowdragoneyes,Heavy Weather - The Storm ov The Undead,The Primordial Booze,3:50,97,P - S
Rainbowdragoneyes - Thrashbaath,Pop/Dance/Electronic,2012,Rainbowdragoneyes,Thrashbaath,,3:05,105,P - S
Ram Jam - Black Betty,Rock,1977,Ram Jam,Black Betty,Ram Jam,4:03,109,P - S
Rammstein - Du Hast,Metal,1997,Rammstein,Du Hast,Sehnsucht,4:09,125,P - S
Rammstein - Waidmanns Heil,Metal,2009,Rammstein,Waidmanns Heil,Liebe ist fur alle da,3:39,105,P - S
Ramones - Blitzkrieg Bop,Punk,1976,Ramones,Blitzkrieg Bop,Ramones,2:18,88,P - S
Ramones - I Wanna Be Sedated,Punk,1978,Ramones,I Wanna Be Sedated,Road to Ruin,2:32,163,P - S
Ramones - Rock 'n' Roll High School,Punk,2001,Ramones,Rock 'n' Roll High School,Road to Ruin (Expanded Edition),3:54,94,P - S
Ramones - Rockaway Beach,Punk,1977,Ramones,Rockaway Beach,Rocket to Russia,2:07,94,P - S
Ramones - Teenage Lobotomy,Punk,1977,Ramones,Teenage Lobotomy,Rocket to Russia,2:07,93,P - S
Rancid - Last One to Die,Punk,2009,Rancid,Last One to Die,Let the Dominoes Fall,2:27,75,P - S
Rancid - Ruby Soho,Punk,1995,Rancid,Ruby Soho,...And Out Come the Wolves,2:40,161,P - S
Rancid - Time Bomb,Punk,1995,Rancid,Time Bomb,...And Out Come the Wolves,2:31,82,P - S
Rascal Flatts - Life Is a Highway,Country,2006,Rascal Flatts,Life Is a Highway,Me and My Gang,4:46,103,P - S
Rascal Flatts - Me And My Gang,Country,2006,Rascal Flatts,Me and My Gang,Me and My Gang,3:40,109,P - S
Rascal Flatts - Summer Nights,Country,2009,Rascal Flatts,Summer Nights,Unstoppable,4:02,102,P - S
Ratt - Round and Round,Rock,1984,Ratt,Round and Round,Out of the Cellar,4:32,124,P - S
Raven Quinn - Catalyst,Rock,2010,Raven Quinn,Catalyst,,3:29,137,P - S
Raven Quinn - Decadence,Rock,2010,Raven Quinn,Decadence,Raven Quinn,3:30,128,P - S
Raven Quinn - The Window,Rock,2010,Raven Quinn,The Window,Raven Quinn,4:38,81,P - S
Ravi Shavi - Masquerader,Indie Rock,2020,Ravi Shavi,Masquerader,Special Hazards,3:01,76,P - S
Ray Parker Jr. - Ghostbusters,Pop Rock,1984,Ray Parker Jr.,Ghostbusters,Ghostbusters: Original Soundtrack,4:11,114,P - S
Razorlight - Stumble and Fall,Rock,2004,Razorlight,Stumble and Fall,Up All Night,3:08,84,P - S
Reba McEntire - Fancy,Country,1990,Reba McEntire,Fancy,Rumor Has It,4:39,95,P - S
Reba McEntire - The Night The Lights Went Out In Georgia,Country,1991,Reba McEntire,The Night the Lights Went out in Georgia,For My Broken Heart,4:20,86,P - S
Rebelution - Bright Side of Life,Rock,2009,Rebelution,Bright Side of Life,Bright Side of Life,4:12,93,P - S
Red Hot Chili Peppers - Apache Rose Peacock,Alternative,1991,Red Hot Chili Peppers,Apache Rose Peacock,Blood Sugar Sex Magik,4:52,92,P - S
Red Hot Chili Peppers - Blood Sugar Sex Magik,Alternative,1991,Red Hot Chili Peppers,Blood Sugar Sex Magik,Blood Sugar Sex Magik,4:43,147,P - S
Red Hot Chili Peppers - Breaking the Girl,Alternative,1991,Red Hot Chili Peppers,Breaking the Girl,Blood Sugar Sex Magik,5:02,177,P - S
Red Hot Chili Peppers - By the Way,Alternative,2002,Red Hot Chili Peppers,By the Way,By the Way,3:40,127,P - S
Red Hot Chili Peppers - Californication,Alternative,1999,Red Hot Chili Peppers,Californication,Californication,5:24,96,P - S
Red Hot Chili Peppers - Dani California,Alternative,2006,Red Hot Chili Peppers,Dani California,Stadium Arcadium,4:47,95,P - S
Red Hot Chili Peppers - Funky Monks,Alternative,1991,Red Hot Chili Peppers,Funky Monks,Blood Sugar Sex Magik,5:38,88,P - S
Red Hot Chili Peppers - Give it Away,Alternative,1991,Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik,4:50,91,P - S
Red Hot Chili Peppers - I Could Have Lied,Alternative,1991,Red Hot Chili Peppers,I Could Have Lied,Blood Sugar Sex Magik,4:17,138,P - S
Red Hot Chili Peppers - If You Have to Ask,Alternative,1991,Red Hot Chili Peppers,If You Have to Ask,Blood Sugar Sex Magik,3:46,96,P - S
Red Hot Chili Peppers - Look Around,Alternative,2011,Red Hot Chili Peppers,Look Around,I'm With You,3:41,111,P - S
Red Hot Chili Peppers - Mellowship Slinky in B Major,Alternative,1991,Red Hot Chili Peppers,Mellowship Slinky in B Major,Blood Sugar Sex Magik,4:07,183,P - S
Red Hot Chili Peppers - Monarchy of Roses,Alternative,2011,Red Hot Chili Peppers,Monarchy of Roses,I'm With You,4:18,122,P - S
Red Hot Chili Peppers - My Lovely Man,Alternative,1991,Red Hot Chili Peppers,My Lovely Man,Blood Sugar Sex Magik,4:46,113,P - S
Red Hot Chili Peppers - Naked in the Rain,Alternative,1991,Red Hot Chili Peppers,Naked in the Rain,Blood Sugar Sex Magik,4:31,116,P - S
Red Hot Chili Peppers - Otherside,Alternative,1999,Red Hot Chili Peppers,Otherside,Californication,4:17,124,P - S
Red Hot Chili Peppers - Parallel Universe,Alternative,1999,Red Hot Chili Peppers,Parallel Universe,Californication,4:35,128,P - S
Red Hot Chili Peppers - Scar Tissue,Alternative,1999,Red Hot Chili Peppers,Scar Tissue,Californication,3:42,88,P - S
Red Hot Chili Peppers - Sir Psycho Sexy,Alternative,1991,Red Hot Chili Peppers,Sir Psycho Sexy,Blood Sugar Sex Magik,8:27,77,P - S
Red Hot Chili Peppers - Snow (Hey Oh),Alternative,2006,Red Hot Chili Peppers,Snow ((Hey Oh)),Stadium Arcadium,5:38,107,P - S
Red Hot Chili Peppers - Suck My Kiss,Alternative,1991,Red Hot Chili Peppers,Suck My Kiss,Blood Sugar Sex Magik,3:42,101,P - S
Red Hot Chili Peppers - Tell Me Baby,Alternative,2006,Red Hot Chili Peppers,Tell Me Baby,Stadium Arcadium,4:09,108,P - S
Red Hot Chili Peppers - The Adventures of Rain Dance Maggie,Alternative,2011,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,I'm With You,4:47,107,P - S
Red Hot Chili Peppers - The Greeting Song,Alternative,1991,Red Hot Chili Peppers,The Greeting Song,Blood Sugar Sex Magik,3:19,133,P - S
Red Hot Chili Peppers - The Power of Equality,Alternative,1991,Red Hot Chili Peppers,The Power of Equality,Blood Sugar Sex Magik,4:08,102,P - S
Red Hot Chili Peppers - The Righteous and the Wicked,Alternative,1991,Red Hot Chili Peppers,The Righteous and the Wicked,Blood Sugar Sex Magik,4:14,83,P - S
Red Hot Chili Peppers - They're Red Hot,Alternative,1991,Red Hot Chili Peppers,They're Red Hot,Blood Sugar Sex Magik,1:01,153,P - S
Red Hot Chili Peppers - Under the Bridge,Alternative,1991,Red Hot Chili Peppers,Under the Bridge,Blood Sugar Sex Magik,4:34,86,P - S
Red Jacket Mine - The Pose,Alternative,2009,Red Jacket Mine,The Pose,Lovers Lookout,3:31,132,P - S
Red Rider - Lunatic Fringe,Rock,1981,Red Rider,Lunatic Fringe,As Far as Siam,4:23,97,P - S
RED9 - Last Mistake,Rock,2009,RED9,Last Mistake,The Host,4:53,98,P - S
RED9 - Real Love,Rock,2009,RED9,Real Love,1 of 9,3:37,147,P - S
Redbone - Come and Get Your Love,R&B/Soul/Funk,1974,Redbone,Come and Get Your Love,Wovoka,3:29,107,P - S
Reel Big Fish - Sell Out,Reggae/Ska,1996,Reel Big Fish,Sell Out,Turn the Radio Off,3:51,102,P - S
Reform the Resistance - Tonight We Ride,Rock,2011,Reform the Resistance,Tonight We Ride,The Truth is Dangerous,4:13,95,P - S
Relient K - Must Have Done Something Right,Religious,2007,Relient K,Must Have Done Something Right,Five Score and Seven Years Ago,6:46,137,P - S
REO Speedwagon - Keep On Loving You,Classic Rock,1980,REO Speedwagon,Keep on Loving You,The Hits,3:27,87,P - S
REO Speedwagon - Ridin' the Storm Out,Classic Rock,1973,REO Speedwagon,Ridin' the Storm Out,Ridin' the Storm Out,4:25,133,P - S
REO Speedwagon - Roll with the Changes,Classic Rock,1978,REO Speedwagon,Roll with the Changes,You Can Tune a Piano but You Can't Tuna Fish,5:39,94,P - S
REO Speedwagon - Take It on The Run,Classic Rock,1980,REO Speedwagon,Take It on the Run,Hi Infidelity,4:05,78,P - S
Rev Theory - Light It Up,Rock,2007,Rev Theory,Light It Up,Light It Up,4:14,125,P - S
Reverend Horton Heat - Death Metal Guys,Alternative,2009,Reverend Horton Heat,Death Metal Guys,Laughin' and Cryin' with the Reverend Horton Heat,3:25,138,P - S
Reverend Horton Heat - Indigo Friends,Alternative,2004,Reverend Horton Heat,Indigo Friends,Revival,3:57,79,P - S
Revocation - Beloved Horrifier,Metal,2011,Revocation,Beloved Horrifier,Chaos of Forms,4:16,119,P - S
Revocation - Chaos of Forms,Metal,2011,Revocation,Chaos of Forms,Chaos of Forms,4:35,86,P - S
Revocation - Conjuring the Cataclysm,Metal,2011,Revocation,Conjuring the Cataclysm,Chaos of Forms,4:43,152,P - S
Revocation - No Funeral,Metal,2011,Revocation,No Funeral,Chaos of Forms,3:58,163,P - S
